,Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Renewables available,Renewables used
324,120148.066795,1284186.51,606034.158769,1890220.668769,0.0,0.0,0.0,16.436327,6,510.0,8938.683867,6315.027274,33.128819,15.732427,39820.071809,39803.635482
325,120148.350402,1284186.51,589054.524889,1873241.034889,0.0,0.0,0.0,610.076954,6,510.0,5247.637485,6315.256276,33.978637,15.591067,41434.848967,40824.772013
326,120147.182007,1284186.51,634778.111043,1918964.621043,582.319383,0.0,0.0,1187.086734,6,510.0,10587.100359,6314.885137,32.079251,15.971782,39729.402286,38542.315553
327,120147.806658,1284186.51,553302.219103,1837488.729103,0.0,0.0,0.0,1302.938421,6,510.0,5789.847008,6315.029443,35.279229,15.293569,43690.158783,42387.220362
328,120147.696995,1284186.51,590224.726212,1874411.236212,865.644337,0.0,0.0,663.324195,6,510.0,7033.209949,6315.049895,33.621363,15.600892,41058.617745,40395.29355
329,120148.413077,1284186.51,530412.83301,1814599.34301,0.0,0.0,0.0,964.930421,6,510.0,7876.327428,6315.164579,36.310251,15.102982,44591.1209,43626.190479
330,120147.512251,1284186.51,557775.965395,1841962.475395,442.135676,0.0,0.0,1491.302189,6,510.0,7818.467691,6315.03035,35.057521,15.330842,43612.041036,42120.738847
331,120147.4871,1284186.51,544880.280347,1829066.790347,441.123427,0.0,0.0,790.636079,6,510.0,6206.482226,6314.976534,35.559836,15.223513,43514.885547,42724.249468
332,120148.608949,1284186.51,572065.151183,1856251.661183,498.859075,0.0,0.0,963.437954,6,510.0,10789.101772,6314.942681,34.272557,15.449631,42141.438908,41178.000954
333,120147.657017,1284186.51,637488.407815,1921674.917815,381.093802,0.0,0.0,388.197594,6,510.0,13332.732244,6315.009307,31.898373,15.994277,38713.345477,38325.147883
334,120147.5375,1284186.51,558617.770304,1842804.280304,70.01389,0.0,0.0,987.087813,6,510.0,6382.840121,6315.004655,35.406116,15.337845,43526.663817,42539.576004
335,120147.700749,1284186.51,514373.60549,1798560.11549,0.0,0.0,0.0,2300.848165,6,510.0,6289.701796,6315.001505,36.827257,14.969576,46547.951299,44247.103133
336,120147.72522,1284186.51,584694.776674,1868881.286674,391.985475,0.0,0.0,1440.695301,6,510.0,8403.480717,6315.027687,34.06795,15.554862,42372.562234,40931.866934
337,120148.205263,1284186.51,546524.852005,1830711.362005,0.0,0.0,0.0,1528.044261,6,510.0,7590.973094,6315.156498,35.690713,15.23711,44409.795972,42881.751712
338,120147.998334,1284186.51,641501.052792,1925687.562792,44.36648,0.0,0.0,578.853547,6,510.0,11155.773683,6315.076138,32.184098,16.027629,39247.40294,38668.549393
339,120147.917689,1284186.51,589072.675772,1873259.185772,0.0,0.0,0.0,1129.675277,6,510.0,7855.117689,6314.962955,34.102828,15.591275,42103.513302,40973.838025
340,120148.826703,1284186.51,599166.486138,1883352.996138,824.297066,0.0,0.0,1800.306762,6,510.0,10240.136783,6315.157524,33.138152,15.675168,41615.407792,39815.101031
341,120148.112393,1284186.51,577511.72098,1861698.23098,267.630055,0.0,0.0,1069.968379,6,510.0,7292.976066,6314.968664,34.300176,15.495027,42280.981921,41211.013542
342,120148.309245,1284186.51,536474.068106,1820660.578106,0.0,0.0,0.0,1656.480146,6,510.0,9199.342544,6315.124626,36.004083,15.153443,44914.777166,43258.29702
343,120147.409032,1284186.51,588767.498358,1872954.008358,0.0,0.0,0.0,717.615537,6,510.0,8388.676938,6315.153897,33.91987,15.588801,41471.460989,40753.845452
344,120147.968359,1284186.51,515595.698106,1799782.208106,0.0,0.0,0.0,751.874361,6,510.0,8138.222213,6315.075927,36.900579,14.979714,45087.170536,44335.296175
345,120147.730939,1284186.51,572924.595756,1857111.105756,0.0,0.0,0.0,923.273884,6,510.0,8028.871123,6315.017178,34.657253,15.456897,42563.177455,41639.903571
346,120147.685848,1284186.51,552796.762672,1836983.272672,0.0,0.0,0.0,697.134786,6,510.0,6075.237287,6315.076966,35.366316,15.289377,43188.944691,42491.809906
347,120147.630764,1284186.51,559436.339855,1843622.849855,0.0,0.0,0.0,339.52712,6,510.0,8742.623084,6315.02379,35.069597,15.344646,42474.817427,42135.290306
348,120148.31249,1284186.51,521034.252021,1805220.762021,0.0,0.0,0.0,1423.651563,6,510.0,6392.849711,6315.05728,36.808691,15.024936,45648.672247,44225.020684
349,120148.323957,1284186.51,587803.849401,1871990.359401,160.083176,0.0,0.0,594.078688,6,510.0,9657.584171,6315.163702,34.147622,15.580661,41621.874692,41027.796004
350,120147.666431,1284186.51,589314.385368,1873500.895368,750.54245,0.0,0.0,953.294784,6,510.0,9253.890041,6315.236856,33.743175,15.593319,41494.932502,40541.637718
351,120147.682595,1284186.51,561180.175741,1845366.685741,0.0,0.0,0.0,1036.244159,6,510.0,10208.401922,6315.176383,35.002469,15.359153,43090.899111,42054.654951
352,120147.892689,1284186.51,537548.822051,1821735.332051,0.0,0.0,0.0,1287.472388,6,510.0,7728.453435,6315.052183,35.986039,15.162441,44523.93978,43236.467392
353,120148.446731,1284186.51,554543.628544,1838730.138544,74.278368,0.0,0.0,1271.226841,6,510.0,10230.588433,6314.968948,35.417279,15.303819,43824.537598,42553.310758
354,120148.224043,1284186.51,534840.765185,1819027.275185,0.0,0.0,0.0,968.007956,6,510.0,7255.914267,6315.057921,36.108679,15.13986,44351.944014,43383.936058
355,120147.85123,1284186.51,529569.594017,1813756.104017,0.0,0.0,0.0,901.613292,6,510.0,7789.585921,6315.151762,36.125609,15.096034,44305.755774,43404.142481
356,120147.643117,1284186.51,595265.52444,1879452.03444,111.661726,0.0,0.0,1263.243969,6,510.0,8341.245076,6315.034341,34.069504,15.642854,42196.94981,40933.705841
357,120147.739987,1284186.51,550256.003068,1834442.513068,0.0,0.0,0.0,654.298405,6,510.0,7154.849587,6315.076966,35.25465,15.268223,43011.964207,42357.665802
358,120148.48463,1284186.51,535397.041243,1819583.551243,0.0,0.0,0.0,1363.705866,6,510.0,6530.272024,6314.96078,35.998069,15.144457,44614.840375,43251.134508
359,120148.019492,1284186.51,523514.572034,1807701.082034,0.0,0.0,0.0,824.778023,6,510.0,5753.600723,6314.949154,36.397084,15.045617,44555.153654,43730.375631
360,120147.396532,1284186.51,563694.663009,1847881.173009,523.389795,0.0,0.0,1556.781687,6,510.0,7446.372779,6315.116363,34.690843,15.380118,43236.926328,41680.144641
361,120148.460931,1284186.51,585664.318075,1869850.828075,1043.226192,0.0,0.0,835.6316,6,510.0,6936.725903,6315.025121,33.75961,15.562836,41397.283366,40561.651767
362,120148.286291,1284186.51,603971.914709,1888158.424709,48.04321,0.0,0.0,748.331186,6,510.0,8000.925796,6315.111783,33.543673,15.715234,41050.479213,40302.148026
363,120147.690604,1284186.51,555287.495408,1839474.005408,0.0,0.0,0.0,913.857365,6,510.0,11742.664436,6315.108262,35.353706,15.310107,43390.518508,42476.661143
364,120147.738987,1284186.51,577825.725319,1862012.235319,183.365814,0.0,0.0,781.140483,6,510.0,8282.169827,6315.176272,34.382036,15.497689,42090.379195,41309.238713
365,120148.351129,1284186.51,601906.695029,1886093.205029,1065.378724,0.0,0.0,774.728519,6,510.0,6502.015364,6315.076966,33.173357,15.698037,40631.969786,39857.241266
366,120149.005013,1284186.51,574360.50338,1858547.01338,80.152007,0.0,0.0,1108.360886,6,510.0,9571.81876,6315.076967,34.569447,15.468684,42643.207848,41534.846962
367,120147.656772,1284186.51,527808.674431,1811995.184431,0.0,0.0,0.0,635.377209,6,510.0,9136.3055,6315.05279,36.418422,15.081403,44391.257319,43755.88011
368,120147.600429,1284186.51,569555.610502,1853742.120502,0.0,0.0,0.0,1315.923473,6,510.0,7225.790867,6315.03035,34.775367,15.428873,43097.692482,41781.76901
369,120147.329356,1284186.51,535693.30378,1819879.81378,205.474089,0.0,0.0,521.172403,6,510.0,7970.8281,6314.800898,35.814236,15.147068,43551.020542,43029.848139
370,120148.286696,1284186.51,526652.297949,1810838.807949,0.0,0.0,0.0,613.436436,6,510.0,7253.750928,6314.993422,36.344552,15.071699,44280.792432,43667.355997
371,120148.073667,1284186.51,562485.371792,1846671.881792,614.859882,0.0,0.0,3042.879375,6,510.0,8048.454554,6315.076966,34.818179,15.369967,44876.250361,41833.370985
372,120147.593111,1284186.51,594755.04679,1878941.55679,323.419739,0.0,0.0,663.133067,6,510.0,10325.732087,6315.105892,33.542355,15.638612,40963.465238,40300.332172
373,120147.876066,1284186.51,561897.141441,1846083.651441,583.537622,0.0,0.0,1527.355289,6,510.0,9997.642625,6315.030861,34.783078,15.365096,43318.48508,41791.129791
374,120148.139896,1284186.51,561776.499334,1845963.009334,0.0,0.0,0.0,1598.246231,6,510.0,7733.629889,6315.129826,35.154841,15.364058,43836.13347,42237.88724
375,120147.532841,1284186.51,531134.378873,1815320.888873,612.416127,0.0,0.0,1291.252757,6,510.0,10328.830722,6315.055405,35.929797,15.109098,44460.016991,43168.764234
376,120147.582268,1284186.51,606850.810643,1891037.320643,849.929512,0.0,0.0,1235.053102,6,510.0,7923.293844,6315.048709,33.16931,15.739287,41087.17655,39852.123449
377,120147.818676,1284186.51,615316.441804,1899502.951804,638.308681,0.0,0.0,2093.971553,6,510.0,10280.879892,6314.969105,32.883955,15.809717,41603.325819,39509.354266
378,120148.029502,1284186.51,524126.917288,1808313.427288,0.0,0.0,0.0,2476.650938,6,510.0,6065.550696,6315.008558,36.496242,15.050712,46326.166086,43849.515148
379,120147.682632,1284186.51,519650.362988,1803836.872988,0.0,0.0,0.0,1299.016497,6,510.0,6121.633888,6315.175617,36.594949,15.013497,45266.999679,43967.983183
380,120147.810965,1284186.51,543536.188793,1827722.698793,0.0,0.0,0.0,956.246723,6,510.0,7468.572732,6315.00629,35.571403,15.212285,43694.50929,42738.262567
381,120147.819078,1284186.51,538450.443443,1822636.953443,0.0,0.0,0.0,228.110704,6,510.0,6847.064815,6314.995818,35.774292,15.169955,43210.142821,42982.032116
382,120147.989979,1284186.51,663654.148284,1947840.658284,347.387715,0.0,0.0,764.424981,6,510.0,11296.979738,6314.728827,31.278109,16.212012,38344.444557,37580.019576
383,120147.029269,1284186.51,565168.101944,1849354.611944,1091.548836,0.0,0.0,1555.669839,6,510.0,10106.252555,6315.019295,34.498839,15.392429,43004.999822,41449.329983
384,120147.378511,1284186.51,542166.009981,1826352.519981,0.0,0.0,0.0,1878.764231,6,510.0,7453.60654,6315.100156,35.927284,15.200935,45044.453918,43165.689687
385,120148.215679,1284186.51,532736.918402,1816923.428402,0.0,0.0,0.0,260.165544,6,510.0,7016.895332,6315.123724,36.030884,15.12235,43550.629564,43290.464019
386,120148.285589,1284186.51,558481.129049,1842667.639049,70.639494,0.0,0.0,960.834414,6,510.0,10314.046405,6315.328618,35.091476,15.336612,43122.641338,42161.806923
387,120147.091209,1284186.51,575775.618239,1859962.128239,0.0,0.0,0.0,780.422239,6,510.0,8144.872854,6315.190044,34.569487,15.480709,42314.655266,41534.233028
388,120147.308857,1284186.51,547890.151673,1832076.661673,0.0,0.0,0.0,815.544239,6,510.0,5341.007435,6315.043311,35.512237,15.248587,43482.541402,42666.997163
389,120148.334724,1284186.51,546467.018761,1830653.528761,0.0,0.0,0.0,507.70702,6,510.0,6659.289474,6315.071192,35.579266,15.236612,43255.602105,42747.895085
390,120147.548734,1284186.51,608870.986962,1893057.496962,335.905827,0.0,0.0,1307.606775,6,510.0,8420.385203,6315.010476,33.300663,15.756106,41317.537495,40009.930719
391,120148.519827,1284186.51,582060.282157,1866246.792157,0.0,0.0,0.0,1181.049843,6,510.0,8064.285483,6315.206076,34.178322,15.532832,42245.798131,41064.748288
392,120148.448412,1284186.51,574547.010226,1858733.520226,210.469204,0.0,0.0,541.698269,6,510.0,7744.610466,6315.113133,34.401349,15.470308,41874.385915,41332.687646
393,120147.657771,1284186.51,569688.375752,1853874.885752,0.0,0.0,0.0,980.184434,6,510.0,7690.907502,6315.191186,34.965357,15.429971,42990.24206,42010.057626
394,120148.443697,1284186.51,600599.333018,1884785.843018,610.435798,0.0,0.0,433.171833,6,510.0,8402.76002,6315.297658,33.472229,15.687143,40649.534394,40216.362561
395,120147.881695,1284186.51,558880.498148,1843067.008148,286.00431,0.0,0.0,1532.262752,6,510.0,7604.871481,6315.059258,35.060158,15.339988,43656.299475,42124.036724
396,120147.835894,1284186.51,559776.424706,1843962.934706,0.0,0.0,0.0,1165.753451,6,510.0,9240.388519,6315.002379,35.202273,15.34745,43460.52243,42294.768978
397,120147.901303,1284186.51,509836.578759,1794023.088759,0.0,0.0,0.0,2323.185458,6,510.0,6690.139051,6315.139832,37.061189,14.931789,46851.426004,44528.240546
398,120147.800829,1284186.51,617533.162239,1901719.672239,1256.850681,0.0,0.0,470.548809,6,510.0,6750.903756,6315.05705,32.338016,15.828169,39323.964211,38853.415402
399,120148.522414,1284186.51,556732.8839,1840919.3939,0.0,0.0,0.0,1123.556955,6,510.0,6598.656258,6315.030196,35.283863,15.322031,43516.597229,42393.040275
400,120147.757638,1284186.51,595470.082578,1879656.592578,0.0,0.0,0.0,12.137087,6,510.0,6388.045522,6315.036235,33.537295,15.644542,40306.444832,40294.307745
401,120146.986214,1284186.51,539571.265067,1823757.775067,0.0,0.0,0.0,1620.263043,6,510.0,7697.164626,6314.979194,35.854503,15.179388,44698.367752,43078.104709
402,120147.832251,1284186.51,602117.428237,1886303.938237,557.989456,0.0,0.0,978.320277,6,510.0,11011.52872,6315.045357,33.147455,15.699858,40804.269385,39825.949107
403,120148.064356,1284186.51,625009.004854,1909195.514854,557.490087,0.0,0.0,1184.239262,6,510.0,13348.401195,6315.078887,32.460489,15.890356,40184.888186,39000.648924
404,120148.064137,1284186.51,522213.617777,1806400.127777,0.0,0.0,0.0,930.989445,6,510.0,7366.797044,6315.214153,36.477154,15.034783,44757.584091,43826.594645
405,120148.799814,1284186.51,557967.070613,1842153.580613,309.642862,0.0,0.0,1296.79161,6,510.0,9898.763294,6315.123877,35.206207,15.332268,43596.626958,42299.835348
406,120148.116021,1284186.51,500602.080881,1784788.590881,0.0,0.0,0.0,1656.249553,6,510.0,8021.780503,6315.187252,37.316113,14.854903,46490.856771,44834.607218
407,120147.933442,1284186.51,600997.341929,1885183.851929,544.170631,0.0,0.0,997.700436,6,510.0,8894.45599,6315.114651,33.200307,15.690522,40887.183529,39889.483093
408,120147.77487,1284186.51,533737.841936,1817924.351936,599.20836,0.0,0.0,1151.333117,6,510.0,8040.044308,6315.138667,35.661352,15.130737,43997.65349,42846.320373
409,120148.207997,1284186.51,590637.172376,1874823.682376,0.0,0.0,0.0,278.476531,6,510.0,10036.82928,6315.009991,33.88586,15.604258,40991.730174,40713.253643
410,120147.569372,1284186.51,569461.069641,1853647.579641,584.068356,0.0,0.0,1375.657724,6,510.0,9565.511686,6315.110939,34.527974,15.428091,42860.179826,41484.522103
411,120147.979959,1284186.51,677950.510435,1962137.020435,508.98084,0.0,0.0,989.483175,6,510.0,11698.35279,6315.16894,30.564937,16.331003,37712.638123,36723.154948
412,120147.163379,1284186.51,542386.732074,1826573.242074,131.10882,0.0,0.0,690.000809,6,510.0,7826.558467,6315.113922,35.729358,15.2028,43617.811388,42927.810579
413,120148.305387,1284186.51,535119.508038,1819306.018038,0.0,0.0,0.0,715.054244,6,510.0,6299.45565,6315.199891,36.024717,15.14217,43998.141813,43283.087569
414,120148.374768,1284186.51,528237.030223,1812423.540223,0.0,0.0,0.0,608.410889,6,510.0,5332.416816,6315.079408,36.418102,15.084878,44364.168197,43755.757308
415,120148.239215,1284186.51,526720.06278,1810906.57278,0.0,0.0,0.0,880.962959,6,510.0,9947.926567,6315.032729,36.475937,15.072269,44706.159035,43825.196076
416,120147.403539,1284186.51,516521.365913,1800707.875913,0.0,0.0,0.0,1461.334248,6,510.0,8009.959348,6314.931187,36.795608,14.987489,45670.301826,44208.967579
417,120148.722366,1284186.51,563145.892893,1847332.402893,603.042314,0.0,0.0,971.781416,6,510.0,10491.908707,6315.065983,34.691575,15.375381,42653.265653,41681.484236
418,120147.790954,1284186.51,551129.816951,1835316.326951,685.785546,0.0,0.0,2311.770812,6,510.0,6275.961097,6315.151862,35.388261,15.27549,44829.984068,42518.213256
419,120147.804012,1284186.51,608121.902781,1892308.412781,433.028594,0.0,0.0,610.975977,6,510.0,10208.992175,6315.130167,33.162173,15.749838,40454.599075,39843.623098
420,120147.480623,1284186.51,540534.573417,1824721.083417,0.0,0.0,0.0,964.474585,6,510.0,6201.206524,6314.982745,35.915209,15.187344,44115.693273,43151.218688
421,120147.440081,1284186.51,594503.640296,1878690.150296,61.89408,0.0,0.0,1051.306505,6,510.0,9210.460635,6315.008944,33.792604,15.636539,41652.255175,40600.94867
422,120147.751294,1284186.51,570860.286036,1855046.796036,496.35389,0.0,0.0,1585.693489,6,510.0,9211.261202,6315.050855,34.401106,15.439713,42917.848931,41332.155443
423,120147.950922,1284186.51,529197.020655,1813383.530655,0.0,0.0,0.0,1189.435778,6,510.0,5082.058621,6315.076966,36.386518,15.092921,44907.091081,43717.655303
424,120147.417665,1284186.51,570324.52465,1854511.03465,992.804868,0.0,0.0,1116.719665,6,510.0,10689.467856,6315.107794,34.140761,15.435297,42135.962571,41019.242906
425,120147.458785,1284186.51,576258.83805,1860445.34805,0.0,0.0,0.0,1153.228073,6,510.0,6569.275666,6315.09232,34.406203,15.484683,42491.406053,41338.17798
426,120147.66309,1284186.51,529618.662134,1813805.172134,59.98705,0.0,0.0,1596.197463,6,510.0,8272.434113,6315.096251,36.325631,15.096467,45240.59444,43644.396977
427,120147.789362,1284186.51,575455.127368,1859641.637368,555.248324,0.0,0.0,1552.05206,6,510.0,7939.947733,6314.983187,34.303586,15.477951,42767.052085,41215.000025
428,120148.486257,1284186.51,544326.488115,1828512.998115,0.0,0.0,0.0,1437.714424,6,510.0,7115.454121,6315.103601,35.849088,15.218777,44509.851201,43072.136777
429,120147.746982,1284186.51,602062.979753,1886249.489753,0.0,0.0,0.0,1296.520322,6,510.0,8246.331049,6315.028814,33.979202,15.699416,42121.765905,40825.245582
430,120147.590199,1284186.51,638377.693803,1922564.203803,489.098546,0.0,0.0,236.99253,6,510.0,11057.298043,6315.1582,32.07904,16.001688,38779.18581,38542.193279
431,120148.187942,1284186.51,567218.387726,1851404.897726,0.0,0.0,0.0,966.340365,6,510.0,6434.114157,6315.2301,34.927798,15.409345,42931.456193,41965.115828
432,120148.024146,1284186.51,501740.506745,1785927.016745,0.0,0.0,0.0,772.045993,6,510.0,6789.695426,6315.247796,37.287073,14.864389,45571.727727,44799.681734
433,120147.634553,1284186.51,610450.87266,1894637.38266,160.294915,0.0,0.0,374.190331,6,510.0,8938.184179,6315.154636,33.413779,15.769244,40520.054875,40145.864544
434,120147.39845,1284186.51,598374.123822,1882560.633822,0.0,0.0,0.0,586.48229,6,510.0,7381.989308,6315.298688,33.685693,15.668759,41058.965992,40472.483702
435,120147.694782,1284186.51,572837.847804,1857024.357804,498.876703,0.0,0.0,763.542321,6,510.0,8080.215389,6315.191804,34.361604,15.45618,42048.217696,41284.675374
436,120148.284862,1284186.51,572033.782506,1856220.292506,159.49136,0.0,0.0,1250.668678,6,510.0,7675.323506,6315.291717,34.768642,15.449411,43024.595838,41773.92716
437,120148.028817,1284186.51,590488.136867,1874674.646867,0.0,0.0,0.0,332.811103,6,510.0,7362.637453,6315.111068,33.91079,15.603041,41075.957245,40743.146142
438,120148.582681,1284186.51,543025.014142,1827211.524142,0.0,0.0,0.0,1192.718212,6,510.0,6057.032007,6315.081165,35.779548,15.207932,44181.337563,42988.619351
439,120147.967837,1284186.51,519823.719226,1804010.229226,0.0,0.0,0.0,1546.664609,6,510.0,8692.856664,6314.889803,36.460993,15.014904,45353.806334,43807.141725
440,120148.337154,1284186.51,592929.410674,1877115.920674,118.590208,0.0,0.0,850.961322,6,510.0,8715.999536,6315.173242,34.036639,15.62332,41745.417473,40894.456151
441,120148.403763,1284186.51,597272.722954,1881459.232954,0.0,0.0,0.0,253.278453,6,510.0,9639.546199,6315.211669,33.790613,15.659461,40852.161079,40598.882626
442,120147.594916,1284186.51,555141.638013,1839328.148013,0.0,0.0,0.0,1615.539849,6,510.0,7875.600416,6315.153476,35.554754,15.308905,44333.721703,42718.181854
443,120147.53712,1284186.51,597158.679199,1881345.189199,0.0,0.0,0.0,596.270218,6,510.0,7089.865849,6315.017178,33.578526,15.658625,40940.041629,40343.771412
444,120148.25523,1284186.51,588134.850179,1872321.360179,510.641849,0.0,0.0,1406.604301,6,510.0,9687.281813,6315.173605,33.876195,15.583425,42108.261667,40701.657366
445,120148.398208,1284186.51,560290.709997,1844477.219997,23.015449,0.0,0.0,990.302371,6,510.0,10326.77186,6315.111611,35.098113,15.351659,43160.123397,42169.821026
446,120147.331458,1284186.51,510255.421451,1794441.931451,0.0,0.0,0.0,1145.754222,6,510.0,5923.305429,6314.805106,37.029146,14.935346,45635.285568,44489.531347
447,120148.713519,1284186.51,530009.670034,1814196.180034,337.610356,0.0,0.0,2291.237034,6,510.0,6453.95566,6315.397262,36.23459,15.099589,45826.630703,43535.393669
448,120148.510601,1284186.51,548681.659219,1832868.169219,0.0,0.0,0.0,558.381052,6,510.0,7832.43006,6315.077764,35.422147,15.255022,43117.562623,42559.181571
449,120148.009572,1284186.51,540799.140253,1824985.650253,0.0,0.0,0.0,854.553502,6,510.0,7275.953273,6314.993014,35.812987,15.189479,43883.144768,43028.591266
450,120148.451339,1284186.51,527093.306175,1811279.816175,0.0,0.0,0.0,1084.195399,6,510.0,6158.597074,6315.245774,36.363894,15.075349,44774.850952,43690.655554
451,120148.645724,1284186.51,605711.133322,1889897.643322,428.380992,0.0,0.0,737.01311,6,510.0,6377.90597,6315.076382,33.550003,15.729662,41046.887854,40309.874744
452,120148.22701,1284186.51,554579.303328,1838765.813328,459.729133,0.0,0.0,1086.620954,6,510.0,5710.369605,6315.197375,35.309897,15.304144,43510.83616,42424.215206
453,120148.082216,1284186.51,587227.767436,1871414.277436,0.0,0.0,0.0,567.895859,6,510.0,8952.387863,6314.979852,34.027987,15.575898,41451.869442,40883.973583
454,120147.632412,1284186.51,534352.591578,1818539.101578,0.0,0.0,0.0,600.726578,6,510.0,5758.098341,6315.255358,35.933709,15.135871,43774.22661,43173.500032
455,120147.375595,1284186.51,598224.329641,1882410.839641,106.794964,0.0,0.0,1127.557951,6,510.0,12102.499283,6315.165257,33.863499,15.667515,41813.663832,40686.105881
456,120147.542866,1284186.51,586486.993301,1870673.503301,0.0,0.0,0.0,742.700048,6,510.0,7662.616788,6315.049587,34.062315,15.569802,41667.73509,40925.035042
457,120147.738008,1284186.51,590579.890901,1874766.400901,1146.172251,0.0,0.0,930.899397,6,510.0,10447.417091,6315.126407,33.263516,15.603843,40896.261558,39965.362161
458,120147.980316,1284186.51,573338.911428,1857525.421428,0.0,0.0,0.0,1289.351746,6,510.0,9256.638049,6315.017434,34.731747,15.460313,43018.84464,41729.492893
459,120147.907175,1284186.51,617576.323089,1901762.833089,165.579242,0.0,0.0,1420.098595,6,510.0,7857.199169,6315.133504,33.030947,15.828514,41106.089903,39685.991308
460,120147.492316,1284186.51,562388.02812,1846574.53812,29.732227,0.0,0.0,982.626279,6,510.0,8473.558724,6315.045906,35.377834,15.369231,43488.20718,42505.580901
461,120147.546291,1284186.51,571974.908784,1856161.418784,472.285346,0.0,0.0,1555.267919,6,510.0,7090.246724,6315.01538,34.506389,15.449016,43013.847336,41458.579416
462,120148.190779,1284186.51,510923.180386,1795109.690386,0.0,0.0,0.0,2430.725668,6,510.0,6141.442231,6315.091204,37.125567,14.940797,47036.422502,44605.696834
463,120148.107166,1284186.51,559003.301636,1843189.811636,0.0,0.0,0.0,1509.890955,6,510.0,6994.534282,6315.100968,35.040982,15.340981,43610.967622,42101.076667
464,120147.41935,1284186.51,619787.891277,1903974.401277,795.568533,0.0,0.0,533.760027,6,510.0,7880.913417,6315.121356,32.475616,15.846985,39552.374757,39018.61473
465,120147.880296,1284186.51,603815.45875,1888001.96875,334.642069,0.0,0.0,501.739474,6,510.0,9866.345474,6315.121251,33.612879,15.713985,40886.901016,40385.161542
466,120147.215515,1284186.51,568020.330868,1852206.840868,263.488788,0.0,0.0,797.061634,6,510.0,9032.76548,6315.158446,34.825756,15.416145,42639.237359,41842.175725
467,120147.620405,1284186.51,534137.513099,1818324.023099,0.0,0.0,0.0,1939.054846,6,510.0,9022.82129,6315.051557,36.263671,15.134083,45508.993178,43569.938332
468,120148.5341,1284186.51,575085.30259,1859271.81259,246.289848,0.0,0.0,1935.479171,6,510.0,9441.079674,6314.934354,34.612734,15.474777,43522.171603,41586.692433
469,120147.789132,1284186.51,556793.447116,1840979.957116,160.459371,0.0,0.0,1230.266382,6,510.0,7017.955139,6314.934354,35.270311,15.322629,43606.765065,42376.498683
470,120147.867374,1284186.51,664082.230639,1948268.740639,1427.727602,0.0,0.0,361.961741,6,510.0,16256.305653,6315.250209,30.490069,16.215592,36995.12896,36633.167219
471,120147.80873,1284186.51,589986.225303,1874172.735303,211.28378,0.0,0.0,1141.085252,6,510.0,11621.973999,6315.000276,33.916749,15.598892,41891.315425,40750.230173
472,120147.815875,1284186.51,621436.378203,1905622.888203,1231.037681,0.0,0.0,469.680059,6,510.0,9439.295108,6315.203929,32.346259,15.860654,39333.003256,38863.323197
473,120148.122254,1284186.51,562157.655281,1846344.165281,0.0,0.0,0.0,1150.772968,6,510.0,8566.212765,6315.125908,35.033664,15.367233,43243.062162,42092.289193
474,120148.367506,1284186.51,547093.998551,1831280.508551,390.101408,0.0,0.0,1522.459099,6,510.0,8366.987524,6315.038152,35.607119,15.241826,44303.831838,42781.37274
475,120147.767762,1284186.51,572516.291795,1856702.801795,0.0,0.0,0.0,737.740489,6,510.0,7419.243839,6315.14713,34.775992,15.453494,42520.318756,41782.578267
476,120148.152979,1284186.51,550065.825883,1834252.335883,0.0,0.0,0.0,434.402925,6,510.0,7971.675536,6314.920536,35.463345,15.266588,43042.957206,42608.554281
477,120147.960487,1284186.51,542425.857415,1826612.367415,307.258289,0.0,0.0,991.565132,6,510.0,6191.254378,6315.165623,35.642028,15.203024,43814.73542,42823.170288
478,120147.775469,1284186.51,585038.06082,1869224.57082,122.388911,0.0,0.0,156.217074,6,510.0,8596.410066,6314.939271,34.226419,15.557713,41278.498117,41122.281043
479,120147.951026,1284186.51,596089.347276,1880275.857276,0.0,0.0,0.0,1644.726513,6,510.0,7937.849788,6314.966417,33.901016,15.649671,42376.102056,40731.375542
480,120147.526791,1284186.51,574543.740476,1858730.250476,0.0,0.0,0.0,179.719531,6,510.0,7207.112236,6314.889952,34.547988,15.4704,41688.273246,41508.553715
481,120147.417385,1284186.51,543580.800934,1827767.310934,0.0,0.0,0.0,587.013402,6,510.0,7606.634378,6315.014355,35.829392,15.212706,43635.102108,43048.088706
482,120147.589836,1284186.51,563754.371355,1847940.881355,0.0,0.0,0.0,717.911024,6,510.0,6353.324759,6315.099974,35.262003,15.380591,43084.357583,42366.44656
483,120148.553982,1284186.51,524198.047184,1808384.557184,0.0,0.0,0.0,1778.738271,6,510.0,6526.536433,6315.296373,36.510977,15.051239,45646.149337,43867.411066
484,120148.220193,1284186.51,577892.737449,1862079.247449,336.228866,0.0,0.0,901.412736,6,510.0,9628.136043,6315.076968,34.277682,15.498184,42085.437827,41184.02509
485,120148.116598,1284186.51,573873.880616,1858060.390616,0.0,0.0,0.0,857.731261,6,510.0,5597.332333,6314.990288,34.517993,15.464748,42330.449225,41472.717965
486,120148.109105,1284186.51,566150.68766,1850337.19766,68.11469,0.0,0.0,1424.566475,6,510.0,10280.370516,6315.150679,34.91785,15.400469,43377.702463,41953.135987
